t,msg_type,relay_available
0,coop,1
1.21212293439804,coop,1
2.42424297887395,coop,1
3.63636302334985,coop,1
4.84848595774789,coop,1
6.0606060022238,coop,1
7.27272893662184,coop,1
8.48484898109774,coop,1
9.69696902557364,coop,1
10.9090919599717,emergency,1
12.1212120044476,emergency,1
13.3333349388456,emergency,1
14.5454549833215,emergency,1
15.7575750277974,emergency,1
16.9696979621955,emergency,1
18.1818180066714,emergency,1
19.3939409410694,emergency,1
20.6060609855453,emergency,1
21.8181810300212,emergency,1
23.0303039644193,emergency,1
24.2424240088952,emergency,1
25.4545469432932,emergency,1
26.6666669877691,emergency,1
27.878787032245,emergency,1
29.0909099666431,emergency,1
30.303030011119,emergency,1
31.515152945517,emergency,1
32.7272729899929,emergency,1
33.9393930344688,emergency,1
35.1515159688669,emergency,1
36.3636360133428,emergency,1
37.5757589477408,emergency,1
38.7878789922167,emergency,1
39.9999990366926,emergency,1
41.2121219710907,emergency,1
42.4242420155666,emergency,1
43.6363649499646,emergency,1
44.8484849944405,emergency,1
46.0606050389164,emergency,1
47.2727279733145,emergency,1
48.4848480177904,emergency,1
49.6969709521884,emergency,1
50.9090909966643,emergency,1
52.1212110411402,emergency,1
53.3333339755383,emergency,1
54.5454540200142,emergency,1
55.7575769544122,emergency,1
56.9696969988881,emergency,1
58.181817043364,emergency,1
59.3939399777621,emergency,1
60.6060600222379,emergency,1
61.818182956636,emergency,1
63.0303030011119,emergency,1
64.2424230455878,emergency,1
65.4545459799858,emergency,1
66.6666660244617,emergency,1
67.8787889588598,emergency,1
69.0909090033357,emergency,1
70.3030290478116,emergency,1
71.5151519822096,emergency,1
72.7272720266855,emergency,1
73.9393949610836,emergency,1
75.1515150055595,emergency,1
76.3636350500354,emergency,1
77.5757579844334,emergency,1
78.7878780289093,emergency,1
80.0000009633074,emergency,1
81.2121210077833,emergency,1
82.4242410522592,emergency,1
83.6363639866572,emergency,1
84.8484840311331,emergency,0
86.0606069655312,emergency,0
87.2727270100071,emergency,0
88.484847054483,emergency,0
89.696969988881,emergency,0
90.9090900333569,emergency,0
92.121212967755,emergency,0
93.3333330122309,emergency,0
94.5454530567068,emergency,0
95.7575759911048,emergency,0
96.9696960355807,emergency,0
98.1818189699788,emergency,0
99.3939390144547,emergency,0
100.606059058931,emergency,0
101.818181993329,emergency,0
103.030302037805,emergency,0
104.242424972203,emergency,0
105.454545016678,emergency,0
106.666665061154,emergency,0
107.878787995552,emergency,0
109.090908040028,emergency,0
110.303030974426,emergency,0
111.515151018902,emergency,0
112.727271063378,emergency,0
113.939393997776,emergency,0
115.151514042252,emergency,0
116.36363697665,emergency,0
117.575757021126,emergency,0
118.787877065602,emergency,0
120,emergency,0
