t,is_nlos,nlosv,shadowing_dB,interference_dB
0,0,0,0.296405021877203,0.178801673959068
1.21212293439804,0,0,0.294833872816481,0.178277957605494
2.42424297887395,0,0,0.293624753336822,0.177874917778941
3.63636302334985,0,0,0.292757170580227,0.177585723526742
4.84848595774789,0,0,0.292106224980997,0.177368741660333
6.0606060022238,0,0,0.291649336424415,0.177216445474805
7.27272893662184,0,0,0.291104856020054,0.177034952006685
8.48484898109774,0,0,0.290571268842554,0.176857089614185
9.69696902557364,0,0,0.290014601045997,0.176671533681999
10.9090919599717,0,0,0.289410990695054,0.176470330231685
12.1212120044476,0,0,0.288783602840088,0.176261200946696
13.3333349388456,0,0,0.288152529950066,0.176050843316689
14.5454549833215,0,0,0.287466755151363,0.175822251717121
15.7575750277974,0,0,0.286948347669595,0.175649449223198
16.9696979621955,0,0,0.286126302834794,0.175375434278265
18.1818180066714,0,0,0.285189974836958,0.175063324945653
19.3939409410694,0,0,0.284465490014924,0.174821830004975
20.6060609855453,0,0,0.2835808589653,0.174526952988433
21.8181810300212,0,0,0.282647398632791,0.174215799544264
23.0303039644193,0,0,0.28167027418162,0.173890091393873
24.2424240088952,0,0,0.2807023783044,0.1735674594348
25.4545469432932,0,0,0.279909276623564,0.173303092207855
26.6666669877691,0,0,0.279155301802302,0.173051767267434
27.878787032245,0,0,0.278237104398929,0.17274570146631
29.0909099666431,0,0,0.277279862231205,0.172426620743735
30.303030011119,0,0,0.276239600445942,0.172079866815314
31.515152945517,0,0,0.2751912946554,0.1717304315518
32.7272729899929,0,0,0.274275543319038,0.171425181106346
33.9393930344688,0,0,0.273284272887511,0.17109475762917
35.1515159688669,0,0,0.272375910532776,0.170791970177592
36.3636360133428,0,0,0.271430106037734,0.170476702012578
37.5757589477408,0,0,0.270409499629018,0.170136499876339
38.7878789922167,0,0,0.269656725338547,0.169885575112849
39.9999990366926,0,0,0.26863220532602,0.169544068442007
41.2121219710907,0,0,0.267857005463623,0.169285668487874
42.4242420155666,0,0,0.266770071999319,0.168923357333106
43.6363649499646,0,0,0.26598348523149,0.16866116174383
44.8484849944405,0,0,0.264818736590088,0.168272912196696
46.0606050389164,0,0,0.264215009533488,0.168071669844496
47.2727279733145,0,0,0.263287277664354,0.167762425888118
48.4848480177904,0,0,0.262449754524217,0.167483251508072
49.6969709521884,0,0,0.261651128427553,0.167217042809184
50.9090909966643,0,0,0.260808143682197,0.166936047894066
52.1212110411402,0,0,0.259870998670058,0.166623666223353
53.3333339755383,0,0,0.258990809719549,0.166330269906516
54.5454540200142,0,0,0.258040751235147,0.166013583745049
55.7575769544122,0,0,0.257353971505942,0.165784657168647
56.9696969988881,0,0,0.256725678561272,0.165575226187091
58.181817043364,0,0,0.255887387250178,0.165295795750059
59.3939399777621,0,0,0.255361091713544,0.165120363904515
60.6060600222379,0,0,0.255097588580242,0.165032529526747
61.818182956636,0,0,0.254933133405392,0.164977711135131
63.0303030011119,0,0,0.254654999637891,0.164884999879297
64.2424230455878,0,0,0.254164922130331,0.16472164071011
65.4545459799858,0,0,0.254225651885204,0.164741883961735
66.6666660244617,0,0,0.254050832196777,0.164683610732259
67.8787889588598,0,0,0.254128432854331,0.16470947761811
69.0909090033357,0,0,0.254014734610792,0.164671578203597
70.3030290478116,0,0,0.254067376752364,0.164689125584121
71.5151519822096,0,0,0.254413045152265,0.164804348384088
72.7272720266855,0,0,0.254603532525929,0.16486784417531
73.9393949610836,0,0,0.255037075925791,0.16501235864193
75.1515150055595,0,0,0.2556787400538,0.1652262466846
76.3636350500354,0,0,0.256017873603204,0.165339291201068
77.5757579844334,0,0,0.257064775323047,0.165688258441016
78.7878780289093,0,0,0.258059809800157,0.166019936600052
80.0000009633074,0,0,0.259059701772855,0.166353233924285
81.2121210077833,0,0,0.260378814604358,0.166792938201453
82.4242410522592,0,0,0.261469769547273,0.167156589849091
83.6363639866572,0,0,0.263056366649429,0.16768545554981
84.8484840311331,0,0,0.264569599580097,0.168189866526699
86.0606069655312,0,0,0.265879104559238,0.168626368186413
87.2727270100071,0,0,0.267341487764356,0.169113829254785
88.484847054483,0,0,0.268828086852175,0.169609362284058
89.696969988881,0,0,0.270499037267628,0.170166345755876
90.9090900333569,0,0,0.272385628855316,0.170795209618439
92.121212967755,0,0,0.27448891797398,0.171496305991327
93.3333330122309,0,0,0.276741684347247,0.172247228115749
94.5454530567068,0,0,0.279138934224841,0.17304631140828
95.7575759911048,0,0,0.282078935538025,0.174026311846008
96.9696960355807,0,0,0.284847792364453,0.174949264121484
98.1818189699788,0,0,0.288405269070563,0.176135089690188
99.3939390144547,0,0,0.291192766699488,0.177064255566496
100.606059058931,0,0,0.294216376133794,0.178072125377931
101.818181993329,0,0,0.295079780575189,0.178359926858396
103.030302037805,0,0,0.3,0.18
104.242424972203,0,0,0.3,0.18
105.454545016678,0,0,0.3,0.18
106.666665061154,0,0,0.3,0.18
107.878787995552,0,0,0.3,0.18
109.090908040028,0,0,0.3,0.18
110.303030974426,0,0,0.3,0.18
111.515151018902,0,0,0.3,0.18
112.727271063378,0,0,0.3,0.18
113.939393997776,0,0,0.3,0.18
115.151514042252,0,0,0.3,0.18
116.36363697665,0,0,0.3,0.18
117.575757021126,0,0,0.3,0.18
118.787877065602,0,0,0.3,0.18
120,0,0,0.3,0.18
