t,is_nlos,nlosv,shadowing_dB,interference_dB
0,0,0,0.3,0.1
1.21212293439804,0,0,0.3,0.1
2.42424297887395,0,0,0.3,0.1
3.63636302334985,0,0,0.3,0.1
4.84848595774789,0,0,0.3,0.1
6.0606060022238,0,0,0.3,0.1
7.27272893662184,0,0,0.3,0.1
8.48484898109774,0,0,0.3,0.1
9.69696902557364,0,0,0.3,0.1
10.9090919599717,0,0,0.3,0.1
12.1212120044476,0,0,0.3,0.1
13.3333349388456,0,0,0.3,0.1
14.5454549833215,0,0,0.3,0.1
15.7575750277974,0,0,0.3,0.1
16.9696979621955,0,0,0.3,0.1
18.1818180066714,0,0,0.3,0.1
19.3939409410694,0,0,0.3,0.1
20.6060609855453,0,0,0.3,0.1
21.8181810300212,0,0,0.3,0.1
23.0303039644193,0,0,0.3,0.1
24.2424240088952,0,0,0.3,0.1
25.4545469432932,0,0,0.3,0.1
26.6666669877691,0,0,0.3,0.18
27.878787032245,0,0,0.3,0.18
29.0909099666431,0,0,0.3,0.18
30.303030011119,0,0,0.3,0.18
31.515152945517,0,0,0.3,0.18
32.7272729899929,0,0,0.3,0.18
33.9393930344688,0,0,0.3,0.18
35.1515159688669,0,0,0.3,0.18
36.3636360133428,0,0,0.3,0.18
37.5757589477408,0,0,0.3,0.18
38.7878789922167,0,0,0.3,0.18
39.9999990366926,0,0,0.296978201304191,0.178992733768064
41.2121219710907,0,0,0.292238234168718,0.177412744722906
42.4242420155666,0,0,0.287661194219263,0.175887064739754
43.6363649499646,0,0,0.282631072625601,0.174210357541867
44.8484849944405,0,0,0.277694938579602,0.172564979526534
46.0606050389164,0,0,0.272952091943621,0.170984030647874
47.2727279733145,0,0,0.268054024579055,0.169351341526352
48.4848480177904,0,0,0.263209954335877,0.167736651445292
49.6969709521884,0,0,0.257957068222802,0.165985689407601
50.9090909966643,0,0,0.252917237470886,0.164305745823629
52.1212110411402,0,0,0.250365065417654,0.163455021805885
53.3333339755383,1,1,0.585829772696129,0.321943257565376
54.5454540200142,1,1,0.581774428498891,0.320591476166297
55.7575769544122,1,1,0.577846114442667,0.319282038147556
56.9696969988881,1,1,0.573888213477925,0.317962737825975
58.181817043364,1,1,0.569600394984212,0.236533464994737
59.3939399777621,1,1,0.563507332211559,0.23450244407052
60.6060600222379,1,1,0.560078117596486,0.233359372532162
61.818182956636,1,1,0.555803306280422,0.231934435426807
63.0303030011119,1,1,0.551063611691569,0.230354537230523
64.2424230455878,1,1,0.546950355475887,0.228983451825296
65.4545459799858,1,1,0.54237251907506,0.227457506358353
66.6666660244617,1,1,0.537855819562058,0.305951939854019
67.8787889588598,1,1,0.533458106790163,0.304486035596721
69.0909090033357,1,1,0.529292393272952,0.303097464424317
70.3030290478116,1,1,0.5242064691155,0.301402156371833
71.5151519822096,0,0,0.179670226013891,0.139890075337964
72.7272720266855,0,0,0.175633535240926,0.138544511746975
73.9393949610836,1,1,0.511637650996648,0.297212550332216
75.1515150055595,1,1,0.507718583605105,0.295906194535035
76.3636350500354,1,1,0.503965472956301,0.2946551576521
77.5757579844334,1,1,0.500489439396244,0.293496479798748
78.7878780289093,1,1,0.496384998328286,0.292128332776095
80.0000009633074,1,1,0.492647613582412,0.290882537860804
81.2121210077833,1,1,0.488749293527435,0.289583097842478
82.4242410522592,0,0,0.145034114684765,0.128344704894922
83.6363639866572,0,0,0.141619617196962,0.127206539065654
84.8484840311331,0,0,0.138047387613233,0.126015795871078
86.0606069655312,0,0,0.134479583659078,0.124826527886359
87.2727270100071,0,0,0.130773596204902,0.123591198734967
88.484847054483,0,0,0.127170861973958,0.122390287324653
89.696969988881,0,0,0.123591102827474,0.121197034275825
90.9090900333569,0,0,0.12,0.12
92.121212967755,0,0,0.12,0.12
93.3333330122309,0,0,0.12,0.12
94.5454530567068,0,0,0.12,0.12
95.7575759911048,0,0,0.12,0.12
96.9696960355807,0,0,0.12,0.12
98.1818189699788,0,0,0.12,0.12
99.3939390144547,0,0,0.12,0.12
100.606059058931,1,1,0.46,0.28
101.818181993329,1,1,0.46,0.28
103.030302037805,1,1,0.46,0.28
104.242424972203,1,1,0.46,0.28
105.454545016678,1,1,0.46,0.28
106.666665061154,1,1,0.46,0.28
107.878787995552,1,1,0.46,0.28
109.090908040028,1,1,0.46,0.28
110.303030974426,1,1,0.46,0.28
111.515151018902,1,1,0.46,0.28
112.727271063378,0,0,0.12,0.12
113.939393997776,0,0,0.12,0.12
115.151514042252,0,0,0.12,0.12
116.36363697665,0,0,0.12,0.12
117.575757021126,0,0,0.12,0.12
118.787877065602,0,0,0.12,0.12
120,0,0,0.12,0.12
