t,is_nlos,nlosv,shadowing_dB,interference_dB
0,1,1,0.560078117596486,0.233359372532162
1.21212293439804,1,1,0.555803306280422,0.231934435426807
2.42424297887395,1,1,0.551063611691569,0.230354537230523
3.63636302334985,1,1,0.546950355475887,0.228983451825296
4.84848595774789,1,1,0.54237251907506,0.227457506358353
6.0606060022238,1,1,0.537855819562058,0.305951939854019
7.27272893662184,1,1,0.533458106790163,0.304486035596721
8.48484898109774,1,1,0.529292393272952,0.303097464424317
9.69696902557364,1,1,0.5242064691155,0.301402156371833
10.9090919599717,0,0,0.179670226013891,0.139890075337964
12.1212120044476,0,0,0.175633535240926,0.138544511746975
13.3333349388456,1,1,0.511637650996648,0.297212550332216
14.5454549833215,1,1,0.507718583605105,0.295906194535035
15.7575750277974,1,1,0.503965472956301,0.2946551576521
16.9696979621955,1,1,0.500489439396244,0.293496479798748
18.1818180066714,1,1,0.496384998328286,0.292128332776095
19.3939409410694,1,1,0.492647613582412,0.290882537860804
20.6060609855453,1,1,0.488749293527435,0.289583097842478
21.8181810300212,0,0,0.145034114684765,0.128344704894922
23.0303039644193,0,0,0.141619617196962,0.127206539065654
24.2424240088952,0,0,0.138047387613233,0.126015795871078
25.4545469432932,0,0,0.134479583659078,0.124826527886359
26.6666669877691,0,0,0.130773596204902,0.123591198734967
27.878787032245,0,0,0.127170861973958,0.122390287324653
29.0909099666431,0,0,0.123591102827474,0.121197034275825
30.303030011119,0,0,0.12,0.12
31.515152945517,0,0,0.12,0.12
32.7272729899929,0,0,0.12,0.12
33.9393930344688,0,0,0.12,0.12
35.1515159688669,0,0,0.12,0.12
36.3636360133428,0,0,0.12,0.12
37.5757589477408,0,0,0.12,0.12
38.7878789922167,0,0,0.12,0.12
39.9999990366926,1,1,0.46,0.28
41.2121219710907,1,1,0.46,0.28
42.4242420155666,1,1,0.46,0.28
43.6363649499646,1,1,0.46,0.28
44.8484849944405,1,1,0.46,0.28
46.0606050389164,1,1,0.46,0.28
47.2727279733145,1,1,0.46,0.28
48.4848480177904,1,1,0.46,0.28
49.6969709521884,1,1,0.46,0.28
50.9090909966643,1,1,0.46,0.28
52.1212110411402,0,0,0.12,0.12
53.3333339755383,0,0,0.12,0.12
54.5454540200142,0,0,0.12,0.12
55.7575769544122,0,0,0.12,0.12
56.9696969988881,0,0,0.12,0.12
58.181817043364,0,0,0.12,0.12
59.3939399777621,0,0,0.12,0.12
60.6060600222379,0,0,0.12,0.12
61.818182956636,0,0,0.12,0.12
63.0303030011119,0,0,0.12,0.12
64.2424230455878,1,1,0.46,0.28
65.4545459799858,1,1,0.46,0.28
66.6666660244617,1,1,0.46,0.28
67.8787889588598,1,1,0.46,0.28
69.0909090033357,1,1,0.46,0.28
70.3030290478116,1,1,0.46,0.28
71.5151519822096,1,1,0.46,0.28
72.7272720266855,1,1,0.46,0.28
73.9393949610836,1,1,0.46,0.28
75.1515150055595,1,1,0.46,0.28
76.3636350500354,1,1,0.46,0.28
77.5757579844334,1,1,0.46,0.28
78.7878780289093,0,0,0.12,0.12
80.0000009633074,0,0,0.12,0.12
81.2121210077833,0,0,0.12,0.12
82.4242410522592,0,0,0.12,0.12
83.6363639866572,0,0,0.12,0.12
84.8484840311331,0,0,0.12,0.12
86.0606069655312,0,0,0.12,0.12
87.2727270100071,0,0,0.12,0.12
88.484847054483,0,0,0.12,0.12
89.696969988881,0,0,0.122959106305159,0.120986368768386
90.9090900333569,0,0,0.126350716847148,0.122116905615716
92.121212967755,0,0,0.129739304688988,0.123246434896329
93.3333330122309,0,0,0.133238671552392,0.124412890517464
94.5454530567068,0,0,0.136224436838404,0.125408145612801
95.7575759911048,0,0,0.139644671490268,0.126548223830089
96.9696960355807,0,0,0.14294990026148,0.127649966753827
98.1818189699788,0,0,0.146385907920048,0.128795302640016
99.3939390144547,0,0,0.149863567707811,0.12995452256927
100.606059058931,0,0,0.153286171773876,0.131095390591292
101.818181993329,1,1,0.496786824217096,0.292262274739032
103.030302037805,1,1,0.50018309015407,0.29339436338469
104.242424972203,1,1,0.503814916148903,0.294604972049634
105.454545016678,1,1,0.507191126531237,0.295730375510412
106.666665061154,1,1,0.510774849023237,0.296924949674412
107.878787995552,0,0,0.17432606761155,0.13810868920385
109.090908040028,1,1,0.517865062311912,0.299288354103971
110.303030974426,1,1,0.521396077630031,0.30046535921001
111.515151018902,1,1,0.524977665965796,0.301659221988599
112.727271063378,1,1,0.528728867179658,0.302909622393219
113.939393997776,1,1,0.532358285618487,0.304119428539496
115.151514042252,1,1,0.536084505827503,0.305361501942501
116.36363697665,1,1,0.539791403147909,0.306597134382636
117.575757021126,1,1,0.543606573031538,0.307868857677179
118.787877065602,1,1,0.547424412253403,0.229141470751134
120,1,1,0.551268249268767,0.230422749756256
