Scene,Config,Stage,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10014,Default,PosDeg_Emerg,TimelyRate,0.988727272727273,0.00928548723725678,0.999090909090909,0.00331105163220308,0.0103636363636363,1.03636363636362,0.00907145719804123,0.0116558155292313,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.29418641005318,Meaningful,6.6752215755216e-307,p < 1e-15,***
10014,Default,PosDeg_Emerg,LossRate,0.0112727272727273,0.00928548723725687,0.000909090909090906,0.0033110516322031,-0.0103636363636363,-1.03636363636363,-0.0116558155292314,-0.0090714571980413,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.29418641005318,Meaningful,6.6752215755216e-307,p < 1e-15,***
10014,Default,PosDeg_Emerg,AvgDelay,0.0120856479198073,0.000165200536202098,0.0135320770868126,0.000548470531594218,0.0014464291670053,11.9681557546843,0.00136263978404541,0.00153021854996519,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.78557965492926,Meaningful,6.6752215755216e-307,p < 1e-15,***
10014,Default,PosDeg_Emerg,AvgTxCost,2.03,4.48597845338221e-16,3.32400727272727,0.178894393033985,1.29400727272727,63.7442006269592,1.26514010787756,1.32287443757699,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,7.2333584679842,SeeDelta,6.6752215755216e-307,p < 1e-15,***
10014,Default,PosDeg_Emerg,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10014,ForestGeometry,PosDeg_Emerg,TimelyRate,0.960363636363636,0.019416344510162,0.992363636363636,0.00765242590267848,0.032,3.19999999999999,0.0289024200700292,0.0350975799299707,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.995102040816327,1.66699715995774,Meaningful,6.6752215755216e-307,p < 1e-15,***
10014,ForestGeometry,PosDeg_Emerg,LossRate,0.0389090909090909,0.0195272167576234,0.00472727272727271,0.00615754264474269,-0.0341818181818182,-3.41818181818182,-0.0372267766032754,-0.031136859760361,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-1.81142849970653,Meaningful,6.6752215755216e-307,p < 1e-15,***
10014,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0171686527901524,0.000895175710735411,0.0197259321654088,0.000620130479823108,0.00255727937525642,14.8950497544177,0.00240646828806617,0.00270809046244668,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.73622816277416,Meaningful,6.6752215755216e-307,p < 1e-15,***
10014,ForestGeometry,PosDeg_Emerg,AvgTxCost,2.22272727272727,4.48597845338221e-16,3.62112545454546,0.246981820920225,1.39839818181819,62.9136196319021,1.35854413822033,1.43825222541604,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.66194781708193,SeeDelta,6.6752215755216e-307,p < 1e-15,***
10014,ForestGeometry,PosDeg_Emerg,EmgTimely,0.833333333333333,0.161484047217268,0.923333333333333,0.0964799980445468,0.0899999999999999,8.99999999999999,0.0681241660489108,0.111875833951089,2.67837139134031e-06,p = 2.678e-06,2.67837139134031e-06,p = 2.678e-06,***,***,0.829059829059829,0.663873441035656,Meaningful,4.28539422614449e-05,p = 4.285e-05,***
10006,Default,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Default,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Default,PosDeg_Emerg,AvgDelay,0.0120344276119945,0.000180469133643572,0.0126346193196654,0.000535853161575091,0.000600191707670886,4.98728919248878,0.000520991602557902,0.00067939181278387,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,1.22284563094453,Sub-ms,6.6752215755216e-307,p < 1e-15,***
10006,Default,PosDeg_Emerg,AvgTxCost,2.55,8.97195690676443e-16,2.70047454545454,0.0520052032699086,0.150474545454545,5.90096256684485,0.14208276329539,0.1588663276137,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,2.89345173161957,SeeDelta,6.6752215755216e-307,p < 1e-15,***
10006,Default,PosDeg_Emerg,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
