Scene,Config,Stage,Metric,Baseline_Mean,Baseline_Std,Proposed_Mean,Proposed_Std,Delta_Mean,DeltaPct,CI_Lower,CI_Upper,P_Value,P_Value_Display,P_Value_Holm,P_Value_Holm_Display,Significant,Significant_Holm,EffectSize_RBC,EffectSize_CohenDz,PracticalNote,P_Value_Holm_Family,P_Value_Holm_Family_Display,Significant_Holm_Family
10006,Default,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Default,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,Default,PosDeg_Emerg,AvgDelay,0.0120344276119945,0.000180469133643572,0.0120321112103202,0.000180395419726347,-2.316401674262e-06,-0.0192481250371358,-4.9594571313011e-06,3.26653782777112e-07,0.317310527664728,p = 0.3173,1,p = 1,n.s.,n.s.,-1,-0.141421356237309,Sub-ms,1,p = 1,n.s.
10006,Default,PosDeg_Emerg,AvgTxCost,2.55,8.97195690676443e-16,2.65581818181818,0.0306383427293576,0.105818181818182,4.14973262032083,0.100874247716667,0.110762115919697,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.45378282216249,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10006,Default,PosDeg_Emerg,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10006,ForestGeometry,PosDeg_Emerg,TimelyRate,0.893454545454545,0.00412324879646427,0.894363636363636,0.00482096394630401,0.000909090909090902,0.090909090909097,0.000298112109301359,0.00152006970888044,0.0895550167652697,p = 0.08956,0.179110033530539,p = 0.1791,n.s.,n.s.,0.555555555555556,0.240098019199512,Below1pp,1,p = 1,n.s.
10006,ForestGeometry,PosDeg_Emerg,LossRate,0.105272727272727,0.00553740405333187,0.102545454545454,0.00688189158415153,-0.00272727272727271,-0.272727272727274,-0.00346819335272724,-0.00198635210181818,2.6708195906e-05,p = 2.671e-05,8.01245877180001e-05,p = 8.012e-05,***,***,-1,-0.5939696961967,Below1pp,0.000747829485368001,p = 7.478e-04,***
10006,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0122489890183795,0.000391690803128673,0.0125022802216917,0.000554285747036585,0.000253291203312194,2.06785395049446,0.000191711759748339,0.000314870646876049,2.69164447352921e-06,p = 2.692e-06,1.07665778941168e-05,p = 1.077e-05,***,***,1,0.663730462254569,Sub-ms,7.80576897323471e-05,p = 7.806e-05,***
10006,ForestGeometry,PosDeg_Emerg,AvgTxCost,2.61545454545454,0,2.92633090909091,0.0878078038095125,0.310876363636369,11.8861313868616,0.296707320634673,0.325045406638066,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,3.54041839277491,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10006,ForestGeometry,PosDeg_Emerg,EmgTimely,0.893454545454545,0.00412324879646427,0.894363636363636,0.00482096394630401,0.000909090909090902,0.090909090909097,0.000298112109301359,0.00152006970888044,0.0895550167652697,p = 0.08956,0.179110033530539,p = 0.1791,n.s.,n.s.,0.555555555555556,0.240098019199512,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,TimelyRate,0.999454545454545,0.00218089034074631,1,0,0.000545454545454542,0.0545454545454627,0.000193536746814977,0.000897372344094108,0.0769740809715007,p = 0.07697,0.307896323886003,p = 0.3079,n.s.,n.s.,1,0.250106360353674,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,LossRate,0.000545454545454542,0.00218089034074631,0,0,-0.000545454545454542,-0.0545454545454542,-0.000897372344094108,-0.000193536746814977,0.0769740809715009,p = 0.07697,0.307896323886003,p = 0.3079,n.s.,n.s.,-1,-0.250106360353674,Below1pp,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,AvgDelay,0.0120194185903504,0.000165628431594544,0.0120272866108671,0.000174833805038447,7.86802051669006e-06,0.0654609077597724,2.76875596809059e-06,1.29672850652895e-05,0.0783131482312225,p = 0.07831,0.307896323886003,p = 0.3079,n.s.,n.s.,1,0.248980504964813,Sub-ms,1,p = 1,n.s.
10011,Default,PosDeg_Emerg,AvgTxCost,2,0,3.01821818181818,0.169588009899591,1.01821818181818,50.9109090909091,0.99085273477828,1.04558362885809,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,6.00406940573833,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10011,Default,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10011,ForestGeometry,PosDeg_Emerg,TimelyRate,0.765636363636363,0.0424534310755447,0.976545454545455,0.0137552026373736,0.210909090909091,21.0909090909091,0.204315313603226,0.217502868214956,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,5.16141081644947,Meaningful,1.1125369292536e-306,p < 1e-15,***
10011,ForestGeometry,PosDeg_Emerg,LossRate,0.234363636363636,0.0424534310755446,0.0234545454545454,0.0137552026373736,-0.210909090909091,-21.0909090909091,-0.217502868214956,-0.204315313603226,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-1,-5.16141081644947,Meaningful,1.1125369292536e-306,p < 1e-15,***
10011,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0183245514265109,0.000403915762505705,0.0217814060744288,0.00074309364885501,0.00345685464791787,18.8646072007891,0.00331744765703492,0.00359626163880082,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,4.00132630566751,Meaningful,1.1125369292536e-306,p < 1e-15,***
10011,ForestGeometry,PosDeg_Emerg,AvgTxCost,2,0,3.61990181818182,0.154306641678342,1.61990181818182,80.995090909091,1.59500223811567,1.64480139824797,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,10.4979396904934,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10011,ForestGeometry,PosDeg_Emerg,EmgTimely,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,p = 1,1,p = 1,n.s.,n.s.,0,0,NotApplicable,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,TimelyRate,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,LossRate,0,0,0,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,AvgDelay,0.0120272866108671,0.000174833805038447,0.0120272866108671,0.000174833805038447,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Sub-ms,1,p = 1,n.s.
10019,Default,PosDeg_Emerg,AvgTxCost,2.55,8.97195690676443e-16,3.00338181818182,0.0286651591241604,0.453381818181819,17.779679144385,0.448756285431202,0.458007350932437,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,1,15.8164765881131,SeeDelta,1.1125369292536e-306,p < 1e-15,***
10019,Default,PosDeg_Emerg,EmgTimely,1,0,1,0,0,0,0,0,1,p = 1,1,p = 1,n.s.,n.s.,0,0,Below1pp,1,p = 1,n.s.
10019,ForestGeometry,PosDeg_Emerg,TimelyRate,0.622545454545455,0.0414462772081796,0.632363636363636,0.047969743654632,0.00981818181818175,0.981818181818184,0.00530559199063063,0.0143307716457329,0.0130446795591985,p = 0.01304,0.026089359118397,p = 0.02609,*,*,0.457575757575758,0.35108527392247,Below1pp,0.35220634809836,p = 0.3522,n.s.
10019,ForestGeometry,PosDeg_Emerg,LossRate,0.193272727272727,0.0389528129844245,0.153454545454545,0.0433711793768595,-0.0398181818181819,-3.98181818181819,-0.044641705972711,-0.0349946576636528,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,-0.944489795918367,-1.33206179066203,Meaningful,1.1125369292536e-306,p < 1e-15,***
10019,ForestGeometry,PosDeg_Emerg,AvgDelay,0.0520360319167414,0.00166707299313371,0.0538718731609929,0.0020652493290826,0.00183584124425152,3.52801929091921,0.0015602633924613,0.00211141909604174,2.97539770599542e-14,p = 2.975e-14,8.92619311798626e-14,p = 8.926e-14,***,***,0.84156862745098,1.07497463183457,Meaningful,9.2237328885858e-13,p = 9.224e-13,***
10019,ForestGeometry,PosDeg_Emerg,AvgTxCost,3.82827272727273,4.48597845338221e-16,4.21687636363637,0.145292256124204,0.388603636363635,10.1508869416542,0.365158656128128,0.412048616599142,2.2250738585072e-308,p < 2.3e-308,1.1125369292536e-307,p < 2.3e-308,***,***,0.995294117647059,2.67463419407181,SeeDelta,1.1125369292536e-306,p < 1e-15,***
